sets,artist,venue,month,day,year,song_num
She Wolf,Shakira,"Caja Mágica, Madrid, Spain",Nov,24,2019,1
Tutu,Shakira,"Caja Mágica, Madrid, Spain",Nov,24,2019,2
La La La (Brazil 2014),Shakira,"Caja Mágica, Madrid, Spain",Nov,24,2019,3
Estoy aquí / ¿Dónde estás corazón?,Shakira,"Parque Simón Bolívar, Bogotá, Colombia",Nov,3,2018,1
Loba,Shakira,"Parque Simón Bolívar, Bogotá, Colombia",Nov,3,2018,2
Si te vas,Shakira,"Parque Simón Bolívar, Bogotá, Colombia",Nov,3,2018,3
Nada,Shakira,"Parque Simón Bolívar, Bogotá, Colombia",Nov,3,2018,4
Perro fiel,Shakira,"Parque Simón Bolívar, Bogotá, Colombia",Nov,3,2018,5
Underneath Your Clothes,Shakira,"Parque Simón Bolívar, Bogotá, Colombia",Nov,3,2018,6
Me enamoré,Shakira,"Parque Simón Bolívar, Bogotá, Colombia",Nov,3,2018,7
Inevitable,Shakira,"Parque Simón Bolívar, Bogotá, Colombia",Nov,3,2018,8
Chantaje,Shakira,"Parque Simón Bolívar, Bogotá, Colombia",Nov,3,2018,9
"Suerte (Whenever, Wherever)",Shakira,"Parque Simón Bolívar, Bogotá, Colombia",Nov,3,2018,10
Tú,Shakira,"Parque Simón Bolívar, Bogotá, Colombia",Nov,3,2018,11
Amarillo,Shakira,"Parque Simón Bolívar, Bogotá, Colombia",Nov,3,2018,12
La tortura,Shakira,"Parque Simón Bolívar, Bogotá, Colombia",Nov,3,2018,13
Antología,Shakira,"Parque Simón Bolívar, Bogotá, Colombia",Nov,3,2018,14
Can't Remember to Forget You,Shakira,"Parque Simón Bolívar, Bogotá, Colombia",Nov,3,2018,15
Loca / Rabiosa,Shakira,"Parque Simón Bolívar, Bogotá, Colombia",Nov,3,2018,16
La La La (Brazil 2014) / Waka Waka (Esto es África),Shakira,"Parque Simón Bolívar, Bogotá, Colombia",Nov,3,2018,17
Toneladas,Shakira,"Parque Simón Bolívar, Bogotá, Colombia",Nov,3,2018,18
Hips Don't Lie,Shakira,"Parque Simón Bolívar, Bogotá, Colombia",Nov,3,2018,19
La bicicleta,Shakira,"Parque Simón Bolívar, Bogotá, Colombia",Nov,3,2018,20
Estoy aquí / ¿Dónde estás corazón?,Shakira,"Estadio Modelo Alberto Spencer Herrera, Guayaquil, Ecuador",Nov,1,2018,1
Loba,Shakira,"Estadio Modelo Alberto Spencer Herrera, Guayaquil, Ecuador",Nov,1,2018,2
Si te vas,Shakira,"Estadio Modelo Alberto Spencer Herrera, Guayaquil, Ecuador",Nov,1,2018,3
Nada,Shakira,"Estadio Modelo Alberto Spencer Herrera, Guayaquil, Ecuador",Nov,1,2018,4
Perro fiel,Shakira,"Estadio Modelo Alberto Spencer Herrera, Guayaquil, Ecuador",Nov,1,2018,5
Underneath Your Clothes,Shakira,"Estadio Modelo Alberto Spencer Herrera, Guayaquil, Ecuador",Nov,1,2018,6
Me enamoré,Shakira,"Estadio Modelo Alberto Spencer Herrera, Guayaquil, Ecuador",Nov,1,2018,7
Inevitable,Shakira,"Estadio Modelo Alberto Spencer Herrera, Guayaquil, Ecuador",Nov,1,2018,8
Chantaje,Shakira,"Estadio Modelo Alberto Spencer Herrera, Guayaquil, Ecuador",Nov,1,2018,9
"Suerte (Whenever, Wherever)",Shakira,"Estadio Modelo Alberto Spencer Herrera, Guayaquil, Ecuador",Nov,1,2018,10
Tú,Shakira,"Estadio Modelo Alberto Spencer Herrera, Guayaquil, Ecuador",Nov,1,2018,11
Amarillo,Shakira,"Estadio Modelo Alberto Spencer Herrera, Guayaquil, Ecuador",Nov,1,2018,12
La tortura,Shakira,"Estadio Modelo Alberto Spencer Herrera, Guayaquil, Ecuador",Nov,1,2018,13
Antología,Shakira,"Estadio Modelo Alberto Spencer Herrera, Guayaquil, Ecuador",Nov,1,2018,14
Can't Remember to Forget You,Shakira,"Estadio Modelo Alberto Spencer Herrera, Guayaquil, Ecuador",Nov,1,2018,15
Loca / Rabiosa,Shakira,"Estadio Modelo Alberto Spencer Herrera, Guayaquil, Ecuador",Nov,1,2018,16
La La La (Brazil 2014) / Waka Waka (Esto es África),Shakira,"Estadio Modelo Alberto Spencer Herrera, Guayaquil, Ecuador",Nov,1,2018,17
Toneladas,Shakira,"Estadio Modelo Alberto Spencer Herrera, Guayaquil, Ecuador",Nov,1,2018,18
Hips Don't Lie,Shakira,"Estadio Modelo Alberto Spencer Herrera, Guayaquil, Ecuador",Nov,1,2018,19
La bicicleta,Shakira,"Estadio Modelo Alberto Spencer Herrera, Guayaquil, Ecuador",Nov,1,2018,20
Estoy aquí / ¿Dónde estás corazón?,Shakira,"Estadio Nacional, Santiago, Chile",Oct,30,2018,1
Loba,Shakira,"Estadio Nacional, Santiago, Chile",Oct,30,2018,2
Si te vas,Shakira,"Estadio Nacional, Santiago, Chile",Oct,30,2018,3
Nada,Shakira,"Estadio Nacional, Santiago, Chile",Oct,30,2018,4
Perro fiel,Shakira,"Estadio Nacional, Santiago, Chile",Oct,30,2018,5
Underneath Your Clothes,Shakira,"Estadio Nacional, Santiago, Chile",Oct,30,2018,6
Me enamoré,Shakira,"Estadio Nacional, Santiago, Chile",Oct,30,2018,7
Inevitable,Shakira,"Estadio Nacional, Santiago, Chile",Oct,30,2018,8
Chantaje,Shakira,"Estadio Nacional, Santiago, Chile",Oct,30,2018,9
"Suerte (Whenever, Wherever)",Shakira,"Estadio Nacional, Santiago, Chile",Oct,30,2018,10
Tú,Shakira,"Estadio Nacional, Santiago, Chile",Oct,30,2018,11
Amarillo,Shakira,"Estadio Nacional, Santiago, Chile",Oct,30,2018,12
La tortura,Shakira,"Estadio Nacional, Santiago, Chile",Oct,30,2018,13
Antología,Shakira,"Estadio Nacional, Santiago, Chile",Oct,30,2018,14
Can't Remember to Forget You,Shakira,"Estadio Nacional, Santiago, Chile",Oct,30,2018,15
Loca / Rabiosa,Shakira,"Estadio Nacional, Santiago, Chile",Oct,30,2018,16
Bicicleta Interlude,Shakira,"Estadio Nacional, Santiago, Chile",Oct,30,2018,17
La La La (Brazil 2014) / Waka Waka (Esto es África),Shakira,"Estadio Nacional, Santiago, Chile",Oct,30,2018,18
Toneladas,Shakira,"Estadio Nacional, Santiago, Chile",Oct,30,2018,19
Hips Don't Lie,Shakira,"Estadio Nacional, Santiago, Chile",Oct,30,2018,20
La bicicleta,Shakira,"Estadio Nacional, Santiago, Chile",Oct,30,2018,21
Estoy aquí / ¿Dónde estás corazón?,Shakira,"Estadio Gigante de Arroyito, Rosario, Argentina",Oct,27,2018,1
Loba,Shakira,"Estadio Gigante de Arroyito, Rosario, Argentina",Oct,27,2018,2
Si te vas,Shakira,"Estadio Gigante de Arroyito, Rosario, Argentina",Oct,27,2018,3
Nada,Shakira,"Estadio Gigante de Arroyito, Rosario, Argentina",Oct,27,2018,4
Perro fiel,Shakira,"Estadio Gigante de Arroyito, Rosario, Argentina",Oct,27,2018,5
Underneath Your Clothes,Shakira,"Estadio Gigante de Arroyito, Rosario, Argentina",Oct,27,2018,6
Me enamoré,Shakira,"Estadio Gigante de Arroyito, Rosario, Argentina",Oct,27,2018,7
Inevitable,Shakira,"Estadio Gigante de Arroyito, Rosario, Argentina",Oct,27,2018,8
Chantaje,Shakira,"Estadio Gigante de Arroyito, Rosario, Argentina",Oct,27,2018,9
"Suerte (Whenever, Wherever)",Shakira,"Estadio Gigante de Arroyito, Rosario, Argentina",Oct,27,2018,10
Tú,Shakira,"Estadio Gigante de Arroyito, Rosario, Argentina",Oct,27,2018,11
Amarillo,Shakira,"Estadio Gigante de Arroyito, Rosario, Argentina",Oct,27,2018,12
Antología,Shakira,"Estadio Gigante de Arroyito, Rosario, Argentina",Oct,27,2018,13
La tortura,Shakira,"Estadio Gigante de Arroyito, Rosario, Argentina",Oct,27,2018,14
Can't Remember to Forget You,Shakira,"Estadio Gigante de Arroyito, Rosario, Argentina",Oct,27,2018,15
Loca / Rabiosa,Shakira,"Estadio Gigante de Arroyito, Rosario, Argentina",Oct,27,2018,16
Bicicleta Interlude,Shakira,"Estadio Gigante de Arroyito, Rosario, Argentina",Oct,27,2018,17
La La La (Brazil 2014),Shakira,"Estadio Gigante de Arroyito, Rosario, Argentina",Oct,27,2018,18
Waka Waka (Esto es África),Shakira,"Estadio Gigante de Arroyito, Rosario, Argentina",Oct,27,2018,19
Toneladas,Shakira,"Estadio Gigante de Arroyito, Rosario, Argentina",Oct,27,2018,20
Hips Don't Lie,Shakira,"Estadio Gigante de Arroyito, Rosario, Argentina",Oct,27,2018,21
La bicicleta,Shakira,"Estadio Gigante de Arroyito, Rosario, Argentina",Oct,27,2018,22
Estoy aquí / ¿Dónde estás corazón?,Shakira,"Estadio Vélez Sarsfield, Buenos Aires, Argentina",Oct,25,2018,1
Loba,Shakira,"Estadio Vélez Sarsfield, Buenos Aires, Argentina",Oct,25,2018,2
Si te vas,Shakira,"Estadio Vélez Sarsfield, Buenos Aires, Argentina",Oct,25,2018,3
Nada,Shakira,"Estadio Vélez Sarsfield, Buenos Aires, Argentina",Oct,25,2018,4
Perro fiel,Shakira,"Estadio Vélez Sarsfield, Buenos Aires, Argentina",Oct,25,2018,5
Underneath Your Clothes,Shakira,"Estadio Vélez Sarsfield, Buenos Aires, Argentina",Oct,25,2018,6
Me enamoré,Shakira,"Estadio Vélez Sarsfield, Buenos Aires, Argentina",Oct,25,2018,7
Inevitable,Shakira,"Estadio Vélez Sarsfield, Buenos Aires, Argentina",Oct,25,2018,8
Chantaje,Shakira,"Estadio Vélez Sarsfield, Buenos Aires, Argentina",Oct,25,2018,9
"Suerte (Whenever, Wherever)",Shakira,"Estadio Vélez Sarsfield, Buenos Aires, Argentina",Oct,25,2018,10
Tú,Shakira,"Estadio Vélez Sarsfield, Buenos Aires, Argentina",Oct,25,2018,11
Amarillo,Shakira,"Estadio Vélez Sarsfield, Buenos Aires, Argentina",Oct,25,2018,12
La tortura,Shakira,"Estadio Vélez Sarsfield, Buenos Aires, Argentina",Oct,25,2018,13
Antología,Shakira,"Estadio Vélez Sarsfield, Buenos Aires, Argentina",Oct,25,2018,14
Can't Remember to Forget You,Shakira,"Estadio Vélez Sarsfield, Buenos Aires, Argentina",Oct,25,2018,15
Loca / Rabiosa,Shakira,"Estadio Vélez Sarsfield, Buenos Aires, Argentina",Oct,25,2018,16
Bicicleta Interlude,Shakira,"Estadio Vélez Sarsfield, Buenos Aires, Argentina",Oct,25,2018,17
La La La (Brazil 2014),Shakira,"Estadio Vélez Sarsfield, Buenos Aires, Argentina",Oct,25,2018,18
Waka Waka (Esto es África),Shakira,"Estadio Vélez Sarsfield, Buenos Aires, Argentina",Oct,25,2018,19
Toneladas,Shakira,"Estadio Vélez Sarsfield, Buenos Aires, Argentina",Oct,25,2018,20
Hips Don't Lie,Shakira,"Estadio Vélez Sarsfield, Buenos Aires, Argentina",Oct,25,2018,21
La bicicleta,Shakira,"Estadio Vélez Sarsfield, Buenos Aires, Argentina",Oct,25,2018,22
Estoy aquí / ¿Dónde estás corazón?,Shakira,"Arena do Grêmio, Porto Alegre, Brazil",Oct,23,2018,1
She Wolf,Shakira,"Arena do Grêmio, Porto Alegre, Brazil",Oct,23,2018,2
Si te vas,Shakira,"Arena do Grêmio, Porto Alegre, Brazil",Oct,23,2018,3
Nada,Shakira,"Arena do Grêmio, Porto Alegre, Brazil",Oct,23,2018,4
Perro fiel,Shakira,"Arena do Grêmio, Porto Alegre, Brazil",Oct,23,2018,5
Underneath Your Clothes,Shakira,"Arena do Grêmio, Porto Alegre, Brazil",Oct,23,2018,6
Me enamoré,Shakira,"Arena do Grêmio, Porto Alegre, Brazil",Oct,23,2018,7
Inevitable,Shakira,"Arena do Grêmio, Porto Alegre, Brazil",Oct,23,2018,8
Chantaje,Shakira,"Arena do Grêmio, Porto Alegre, Brazil",Oct,23,2018,9
"Whenever, Wherever",Shakira,"Arena do Grêmio, Porto Alegre, Brazil",Oct,23,2018,10
Tú,Shakira,"Arena do Grêmio, Porto Alegre, Brazil",Oct,23,2018,11
Amarillo,Shakira,"Arena do Grêmio, Porto Alegre, Brazil",Oct,23,2018,12
La tortura,Shakira,"Arena do Grêmio, Porto Alegre, Brazil",Oct,23,2018,13
Antología,Shakira,"Arena do Grêmio, Porto Alegre, Brazil",Oct,23,2018,14
Can't Remember to Forget You,Shakira,"Arena do Grêmio, Porto Alegre, Brazil",Oct,23,2018,15
Loca / Rabiosa,Shakira,"Arena do Grêmio, Porto Alegre, Brazil",Oct,23,2018,16
Bicicleta Interlude,Shakira,"Arena do Grêmio, Porto Alegre, Brazil",Oct,23,2018,17
La La La (Brazil 2014),Shakira,"Arena do Grêmio, Porto Alegre, Brazil",Oct,23,2018,18
Waka Waka (This Time for Africa),Shakira,"Arena do Grêmio, Porto Alegre, Brazil",Oct,23,2018,19
Toneladas,Shakira,"Arena do Grêmio, Porto Alegre, Brazil",Oct,23,2018,20
Hips Don't Lie,Shakira,"Arena do Grêmio, Porto Alegre, Brazil",Oct,23,2018,21
La bicicleta,Shakira,"Arena do Grêmio, Porto Alegre, Brazil",Oct,23,2018,22
Estoy aquí / ¿Dónde estás corazón?,Shakira,"Allianz Parque, São Paulo, Brazil",Oct,21,2018,1
She Wolf,Shakira,"Allianz Parque, São Paulo, Brazil",Oct,21,2018,2
Si te vas,Shakira,"Allianz Parque, São Paulo, Brazil",Oct,21,2018,3
Nada,Shakira,"Allianz Parque, São Paulo, Brazil",Oct,21,2018,4
Perro fiel,Shakira,"Allianz Parque, São Paulo, Brazil",Oct,21,2018,5
Underneath Your Clothes,Shakira,"Allianz Parque, São Paulo, Brazil",Oct,21,2018,6
Me enamoré,Shakira,"Allianz Parque, São Paulo, Brazil",Oct,21,2018,7
Inevitable,Shakira,"Allianz Parque, São Paulo, Brazil",Oct,21,2018,8
Chantaje,Shakira,"Allianz Parque, São Paulo, Brazil",Oct,21,2018,9
"Whenever, Wherever",Shakira,"Allianz Parque, São Paulo, Brazil",Oct,21,2018,10
Tú,Shakira,"Allianz Parque, São Paulo, Brazil",Oct,21,2018,11
Amarillo,Shakira,"Allianz Parque, São Paulo, Brazil",Oct,21,2018,12
La tortura,Shakira,"Allianz Parque, São Paulo, Brazil",Oct,21,2018,13
Antología,Shakira,"Allianz Parque, São Paulo, Brazil",Oct,21,2018,14
Can't Remember to Forget You,Shakira,"Allianz Parque, São Paulo, Brazil",Oct,21,2018,15
Loca / Rabiosa,Shakira,"Allianz Parque, São Paulo, Brazil",Oct,21,2018,16
Bicicleta Interlude,Shakira,"Allianz Parque, São Paulo, Brazil",Oct,21,2018,17
La La La (Brazil 2014),Shakira,"Allianz Parque, São Paulo, Brazil",Oct,21,2018,18
Waka Waka (This Time for Africa),Shakira,"Allianz Parque, São Paulo, Brazil",Oct,21,2018,19
Toneladas,Shakira,"Allianz Parque, São Paulo, Brazil",Oct,21,2018,20
Hips Don't Lie,Shakira,"Allianz Parque, São Paulo, Brazil",Oct,21,2018,21
La bicicleta,Shakira,"Allianz Parque, São Paulo, Brazil",Oct,21,2018,22
Estoy aquí / ¿Dónde estás corazón?,Shakira,"Hard Rock Hotel & Casino, Punta Cana, Dominican Republic",Oct,18,2018,1
Loba,Shakira,"Hard Rock Hotel & Casino, Punta Cana, Dominican Republic",Oct,18,2018,2
Si te vas,Shakira,"Hard Rock Hotel & Casino, Punta Cana, Dominican Republic",Oct,18,2018,3
Nada,Shakira,"Hard Rock Hotel & Casino, Punta Cana, Dominican Republic",Oct,18,2018,4
Perro fiel,Shakira,"Hard Rock Hotel & Casino, Punta Cana, Dominican Republic",Oct,18,2018,5
Underneath Your Clothes,Shakira,"Hard Rock Hotel & Casino, Punta Cana, Dominican Republic",Oct,18,2018,6
Me enamoré,Shakira,"Hard Rock Hotel & Casino, Punta Cana, Dominican Republic",Oct,18,2018,7
Inevitable,Shakira,"Hard Rock Hotel & Casino, Punta Cana, Dominican Republic",Oct,18,2018,8
Chantaje,Shakira,"Hard Rock Hotel & Casino, Punta Cana, Dominican Republic",Oct,18,2018,9
"Suerte (Whenever, Wherever)",Shakira,"Hard Rock Hotel & Casino, Punta Cana, Dominican Republic",Oct,18,2018,10
Tú,Shakira,"Hard Rock Hotel & Casino, Punta Cana, Dominican Republic",Oct,18,2018,11
Amarillo,Shakira,"Hard Rock Hotel & Casino, Punta Cana, Dominican Republic",Oct,18,2018,12
La tortura,Shakira,"Hard Rock Hotel & Casino, Punta Cana, Dominican Republic",Oct,18,2018,13
Antología,Shakira,"Hard Rock Hotel & Casino, Punta Cana, Dominican Republic",Oct,18,2018,14
Octavo día,Shakira,"Hard Rock Hotel & Casino, Punta Cana, Dominican Republic",Oct,18,2018,15
Can't Remember to Forget You,Shakira,"Hard Rock Hotel & Casino, Punta Cana, Dominican Republic",Oct,18,2018,16
Loca / Rabiosa,Shakira,"Hard Rock Hotel & Casino, Punta Cana, Dominican Republic",Oct,18,2018,17
Bicicleta Interlude,Shakira,"Hard Rock Hotel & Casino, Punta Cana, Dominican Republic",Oct,18,2018,18
La La La (Brazil 2014),Shakira,"Hard Rock Hotel & Casino, Punta Cana, Dominican Republic",Oct,18,2018,19
Waka Waka (Esto es África),Shakira,"Hard Rock Hotel & Casino, Punta Cana, Dominican Republic",Oct,18,2018,20
Toneladas,Shakira,"Hard Rock Hotel & Casino, Punta Cana, Dominican Republic",Oct,18,2018,21
Hips Don't Lie,Shakira,"Hard Rock Hotel & Casino, Punta Cana, Dominican Republic",Oct,18,2018,22
La bicicleta,Shakira,"Hard Rock Hotel & Casino, Punta Cana, Dominican Republic",Oct,18,2018,23
Estoy aquí / ¿Dónde estás corazón?,Shakira,"Estadio Universitario, Monterrey, Mexico",Oct,16,2018,1
Loba,Shakira,"Estadio Universitario, Monterrey, Mexico",Oct,16,2018,2
Si te vas,Shakira,"Estadio Universitario, Monterrey, Mexico",Oct,16,2018,3
Nada,Shakira,"Estadio Universitario, Monterrey, Mexico",Oct,16,2018,4
Perro fiel,Shakira,"Estadio Universitario, Monterrey, Mexico",Oct,16,2018,5
Underneath Your Clothes,Shakira,"Estadio Universitario, Monterrey, Mexico",Oct,16,2018,6
Me enamoré,Shakira,"Estadio Universitario, Monterrey, Mexico",Oct,16,2018,7
Inevitable,Shakira,"Estadio Universitario, Monterrey, Mexico",Oct,16,2018,8
Chantaje,Shakira,"Estadio Universitario, Monterrey, Mexico",Oct,16,2018,9
"Suerte (Whenever, Wherever)",Shakira,"Estadio Universitario, Monterrey, Mexico",Oct,16,2018,10
Tú,Shakira,"Estadio Universitario, Monterrey, Mexico",Oct,16,2018,11
Amarillo,Shakira,"Estadio Universitario, Monterrey, Mexico",Oct,16,2018,12
La tortura,Shakira,"Estadio Universitario, Monterrey, Mexico",Oct,16,2018,13
Antología,Shakira,"Estadio Universitario, Monterrey, Mexico",Oct,16,2018,14
Las de la intuición,Shakira,"Estadio Universitario, Monterrey, Mexico",Oct,16,2018,15
Can't Remember to Forget You,Shakira,"Estadio Universitario, Monterrey, Mexico",Oct,16,2018,16
Loca / Rabiosa,Shakira,"Estadio Universitario, Monterrey, Mexico",Oct,16,2018,17
Bicicleta Interlude,Shakira,"Estadio Universitario, Monterrey, Mexico",Oct,16,2018,18
La La La (Brazil 2014) / Waka Waka (Esto es África),Shakira,"Estadio Universitario, Monterrey, Mexico",Oct,16,2018,19
Toneladas,Shakira,"Estadio Universitario, Monterrey, Mexico",Oct,16,2018,20
Hips Don't Lie,Shakira,"Estadio Universitario, Monterrey, Mexico",Oct,16,2018,21
La bicicleta,Shakira,"Estadio Universitario, Monterrey, Mexico",Oct,16,2018,22
Estoy aquí / ¿Dónde estás corazón?,Shakira,"Estadio 3 de Marzo, Guadalajara, Mexico",Oct,14,2018,1
Loba,Shakira,"Estadio 3 de Marzo, Guadalajara, Mexico",Oct,14,2018,2
Si te vas,Shakira,"Estadio 3 de Marzo, Guadalajara, Mexico",Oct,14,2018,3
Nada,Shakira,"Estadio 3 de Marzo, Guadalajara, Mexico",Oct,14,2018,4
Perro fiel,Shakira,"Estadio 3 de Marzo, Guadalajara, Mexico",Oct,14,2018,5
Underneath Your Clothes,Shakira,"Estadio 3 de Marzo, Guadalajara, Mexico",Oct,14,2018,6
Me enamoré,Shakira,"Estadio 3 de Marzo, Guadalajara, Mexico",Oct,14,2018,7
Inevitable,Shakira,"Estadio 3 de Marzo, Guadalajara, Mexico",Oct,14,2018,8
Chantaje,Shakira,"Estadio 3 de Marzo, Guadalajara, Mexico",Oct,14,2018,9
"Suerte (Whenever, Wherever)",Shakira,"Estadio 3 de Marzo, Guadalajara, Mexico",Oct,14,2018,10
Tú,Shakira,"Estadio 3 de Marzo, Guadalajara, Mexico",Oct,14,2018,11
Amarillo,Shakira,"Estadio 3 de Marzo, Guadalajara, Mexico",Oct,14,2018,12
La tortura,Shakira,"Estadio 3 de Marzo, Guadalajara, Mexico",Oct,14,2018,13
Antología,Shakira,"Estadio 3 de Marzo, Guadalajara, Mexico",Oct,14,2018,14
Can't Remember to Forget You,Shakira,"Estadio 3 de Marzo, Guadalajara, Mexico",Oct,14,2018,15
Loca / Rabiosa,Shakira,"Estadio 3 de Marzo, Guadalajara, Mexico",Oct,14,2018,16
Bicicleta Interlude,Shakira,"Estadio 3 de Marzo, Guadalajara, Mexico",Oct,14,2018,17
La La La (Brazil 2014) / Waka Waka (Esto es África),Shakira,"Estadio 3 de Marzo, Guadalajara, Mexico",Oct,14,2018,18
Toneladas,Shakira,"Estadio 3 de Marzo, Guadalajara, Mexico",Oct,14,2018,19
Hips Don't Lie,Shakira,"Estadio 3 de Marzo, Guadalajara, Mexico",Oct,14,2018,20
La bicicleta,Shakira,"Estadio 3 de Marzo, Guadalajara, Mexico",Oct,14,2018,21
Estoy aquí / ¿Dónde estás corazón?,Shakira,"Estadio Azteca, Mexico City, Mexico",Oct,12,2018,1
Loba,Shakira,"Estadio Azteca, Mexico City, Mexico",Oct,12,2018,2
Si te vas,Shakira,"Estadio Azteca, Mexico City, Mexico",Oct,12,2018,3
Nada,Shakira,"Estadio Azteca, Mexico City, Mexico",Oct,12,2018,4
Perro fiel,Shakira,"Estadio Azteca, Mexico City, Mexico",Oct,12,2018,5
Underneath Your Clothes,Shakira,"Estadio Azteca, Mexico City, Mexico",Oct,12,2018,6
Me enamoré,Shakira,"Estadio Azteca, Mexico City, Mexico",Oct,12,2018,7
Inevitable,Shakira,"Estadio Azteca, Mexico City, Mexico",Oct,12,2018,8
Chantaje,Shakira,"Estadio Azteca, Mexico City, Mexico",Oct,12,2018,9
"Suerte (Whenever, Wherever)",Shakira,"Estadio Azteca, Mexico City, Mexico",Oct,12,2018,10
Tú,Shakira,"Estadio Azteca, Mexico City, Mexico",Oct,12,2018,11
Amarillo,Shakira,"Estadio Azteca, Mexico City, Mexico",Oct,12,2018,12
La tortura,Shakira,"Estadio Azteca, Mexico City, Mexico",Oct,12,2018,13
Antología,Shakira,"Estadio Azteca, Mexico City, Mexico",Oct,12,2018,14
Can't Remember to Forget You,Shakira,"Estadio Azteca, Mexico City, Mexico",Oct,12,2018,15
Loca / Rabiosa,Shakira,"Estadio Azteca, Mexico City, Mexico",Oct,12,2018,16
Bicicleta Interlude,Shakira,"Estadio Azteca, Mexico City, Mexico",Oct,12,2018,17
La La La (Brazil 2014),Shakira,"Estadio Azteca, Mexico City, Mexico",Oct,12,2018,18
Waka Waka (Esto es África),Shakira,"Estadio Azteca, Mexico City, Mexico",Oct,12,2018,19
Trap,Shakira,"Estadio Azteca, Mexico City, Mexico",Oct,12,2018,20
Toneladas,Shakira,"Estadio Azteca, Mexico City, Mexico",Oct,12,2018,21
Hips Don't Lie,Shakira,"Estadio Azteca, Mexico City, Mexico",Oct,12,2018,22
La bicicleta,Shakira,"Estadio Azteca, Mexico City, Mexico",Oct,12,2018,23
Estoy aquí / ¿Dónde estás corazón?,Shakira,"Estadio Azteca, Mexico City, Mexico",Oct,11,2018,1
Loba,Shakira,"Estadio Azteca, Mexico City, Mexico",Oct,11,2018,2
Si te vas,Shakira,"Estadio Azteca, Mexico City, Mexico",Oct,11,2018,3
Nada,Shakira,"Estadio Azteca, Mexico City, Mexico",Oct,11,2018,4
Perro fiel,Shakira,"Estadio Azteca, Mexico City, Mexico",Oct,11,2018,5
Underneath Your Clothes,Shakira,"Estadio Azteca, Mexico City, Mexico",Oct,11,2018,6
Me enamoré,Shakira,"Estadio Azteca, Mexico City, Mexico",Oct,11,2018,7
Inevitable,Shakira,"Estadio Azteca, Mexico City, Mexico",Oct,11,2018,8
Chantaje,Shakira,"Estadio Azteca, Mexico City, Mexico",Oct,11,2018,9
"Suerte (Whenever, Wherever)",Shakira,"Estadio Azteca, Mexico City, Mexico",Oct,11,2018,10
Tú,Shakira,"Estadio Azteca, Mexico City, Mexico",Oct,11,2018,11
Amarillo,Shakira,"Estadio Azteca, Mexico City, Mexico",Oct,11,2018,12
La tortura,Shakira,"Estadio Azteca, Mexico City, Mexico",Oct,11,2018,13
Antología,Shakira,"Estadio Azteca, Mexico City, Mexico",Oct,11,2018,14
Can't Remember to Forget You,Shakira,"Estadio Azteca, Mexico City, Mexico",Oct,11,2018,15
Loca / Rabiosa,Shakira,"Estadio Azteca, Mexico City, Mexico",Oct,11,2018,16
Bicicleta Interlude,Shakira,"Estadio Azteca, Mexico City, Mexico",Oct,11,2018,17
La La La (Brazil 2014),Shakira,"Estadio Azteca, Mexico City, Mexico",Oct,11,2018,18
Waka Waka (Esto es África),Shakira,"Estadio Azteca, Mexico City, Mexico",Oct,11,2018,19
Trap,Shakira,"Estadio Azteca, Mexico City, Mexico",Oct,11,2018,20
Toneladas,Shakira,"Estadio Azteca, Mexico City, Mexico",Oct,11,2018,21
Hips Don't Lie,Shakira,"Estadio Azteca, Mexico City, Mexico",Oct,11,2018,22
La bicicleta,Shakira,"Estadio Azteca, Mexico City, Mexico",Oct,11,2018,23
Estoy aquí / ¿Dónde estás corazón?,Shakira,"Bill Graham Civic Auditorium, San Francisco, CA, USA",Sep,7,2018,1
She Wolf,Shakira,"Bill Graham Civic Auditorium, San Francisco, CA, USA",Sep,7,2018,2
Perro fiel,Shakira,"Bill Graham Civic Auditorium, San Francisco, CA, USA",Sep,7,2018,3
Inevitable,Shakira,"Bill Graham Civic Auditorium, San Francisco, CA, USA",Sep,7,2018,4
Underneath Your Clothes,Shakira,"Bill Graham Civic Auditorium, San Francisco, CA, USA",Sep,7,2018,5
Me enamoré,Shakira,"Bill Graham Civic Auditorium, San Francisco, CA, USA",Sep,7,2018,6
Chantaje,Shakira,"Bill Graham Civic Auditorium, San Francisco, CA, USA",Sep,7,2018,7
Loca / Rabiosa,Shakira,"Bill Graham Civic Auditorium, San Francisco, CA, USA",Sep,7,2018,8
Bicicleta Interlude,Shakira,"Bill Graham Civic Auditorium, San Francisco, CA, USA",Sep,7,2018,9
La La La (Brazil 2014) / Waka Waka (This Time for Africa),Shakira,"Bill Graham Civic Auditorium, San Francisco, CA, USA",Sep,7,2018,10
Hips Don't Lie,Shakira,"Bill Graham Civic Auditorium, San Francisco, CA, USA",Sep,7,2018,11
Estoy aquí / ¿Dónde estás corazón?,Shakira,"SAP Center at San Jose, San Jose, CA, USA",Sep,6,2018,1
She Wolf,Shakira,"SAP Center at San Jose, San Jose, CA, USA",Sep,6,2018,2
Si te vas,Shakira,"SAP Center at San Jose, San Jose, CA, USA",Sep,6,2018,3
Nada,Shakira,"SAP Center at San Jose, San Jose, CA, USA",Sep,6,2018,4
Perro fiel,Shakira,"SAP Center at San Jose, San Jose, CA, USA",Sep,6,2018,5
Happy Birthday to You,Shakira,"SAP Center at San Jose, San Jose, CA, USA",Sep,6,2018,6
