sets,artist,venue,month,day,year,song_num
Chantaje,Shakira,"Bordeaux Métropole Arena, Floirac, France",Jun,24,2018,9
"Whenever, Wherever",Shakira,"Bordeaux Métropole Arena, Floirac, France",Jun,24,2018,10
Tú,Shakira,"Bordeaux Métropole Arena, Floirac, France",Jun,24,2018,11
Amarillo,Shakira,"Bordeaux Métropole Arena, Floirac, France",Jun,24,2018,12
La tortura,Shakira,"Bordeaux Métropole Arena, Floirac, France",Jun,24,2018,13
Antología,Shakira,"Bordeaux Métropole Arena, Floirac, France",Jun,24,2018,14
Can't Remember to Forget You,Shakira,"Bordeaux Métropole Arena, Floirac, France",Jun,24,2018,15
Loca / Rabiosa,Shakira,"Bordeaux Métropole Arena, Floirac, France",Jun,24,2018,16
Bicicleta Interlude,Shakira,"Bordeaux Métropole Arena, Floirac, France",Jun,24,2018,17
La La La (Brazil 2014),Shakira,"Bordeaux Métropole Arena, Floirac, France",Jun,24,2018,18
Waka Waka (This Time for Africa),Shakira,"Bordeaux Métropole Arena, Floirac, France",Jun,24,2018,19
Je l'aime à mourir,Shakira,"Bordeaux Métropole Arena, Floirac, France",Jun,24,2018,20
Hips Don't Lie,Shakira,"Bordeaux Métropole Arena, Floirac, France",Jun,24,2018,21
La bicicleta,Shakira,"Bordeaux Métropole Arena, Floirac, France",Jun,24,2018,22
Estoy aquí / ¿Dónde estás corazón?,Shakira,"Hallenstadion, Zurich, Switzerland",Jun,22,2018,1
She Wolf,Shakira,"Hallenstadion, Zurich, Switzerland",Jun,22,2018,2
Si te vas,Shakira,"Hallenstadion, Zurich, Switzerland",Jun,22,2018,3
Nada,Shakira,"Hallenstadion, Zurich, Switzerland",Jun,22,2018,4
Perro fiel,Shakira,"Hallenstadion, Zurich, Switzerland",Jun,22,2018,5
Underneath Your Clothes,Shakira,"Hallenstadion, Zurich, Switzerland",Jun,22,2018,6
Me enamoré,Shakira,"Hallenstadion, Zurich, Switzerland",Jun,22,2018,7
Inevitable,Shakira,"Hallenstadion, Zurich, Switzerland",Jun,22,2018,8
Chantaje,Shakira,"Hallenstadion, Zurich, Switzerland",Jun,22,2018,9
"Whenever, Wherever",Shakira,"Hallenstadion, Zurich, Switzerland",Jun,22,2018,10
Tú,Shakira,"Hallenstadion, Zurich, Switzerland",Jun,22,2018,11
Amarillo,Shakira,"Hallenstadion, Zurich, Switzerland",Jun,22,2018,12
La tortura,Shakira,"Hallenstadion, Zurich, Switzerland",Jun,22,2018,13
Antología,Shakira,"Hallenstadion, Zurich, Switzerland",Jun,22,2018,14
Can't Remember to Forget You,Shakira,"Hallenstadion, Zurich, Switzerland",Jun,22,2018,15
Loca / Rabiosa,Shakira,"Hallenstadion, Zurich, Switzerland",Jun,22,2018,16
Bicicleta Interlude,Shakira,"Hallenstadion, Zurich, Switzerland",Jun,22,2018,17
La La La (Brazil 2014),Shakira,"Hallenstadion, Zurich, Switzerland",Jun,22,2018,18
Waka Waka (This Time for Africa),Shakira,"Hallenstadion, Zurich, Switzerland",Jun,22,2018,19
Je l'aime à mourir,Shakira,"Hallenstadion, Zurich, Switzerland",Jun,22,2018,20
Hips Don't Lie,Shakira,"Hallenstadion, Zurich, Switzerland",Jun,22,2018,21
La bicicleta,Shakira,"Hallenstadion, Zurich, Switzerland",Jun,22,2018,22
Estoy aquí / ¿Dónde estás corazón?,Shakira,"Mediolanum Forum di Assago, Assago, Italy",Jun,21,2018,1
She Wolf,Shakira,"Mediolanum Forum di Assago, Assago, Italy",Jun,21,2018,2
Si te vas,Shakira,"Mediolanum Forum di Assago, Assago, Italy",Jun,21,2018,3
Nada,Shakira,"Mediolanum Forum di Assago, Assago, Italy",Jun,21,2018,4
Perro fiel,Shakira,"Mediolanum Forum di Assago, Assago, Italy",Jun,21,2018,5
Underneath Your Clothes,Shakira,"Mediolanum Forum di Assago, Assago, Italy",Jun,21,2018,6
Me enamoré,Shakira,"Mediolanum Forum di Assago, Assago, Italy",Jun,21,2018,7
Inevitable,Shakira,"Mediolanum Forum di Assago, Assago, Italy",Jun,21,2018,8
Chantaje,Shakira,"Mediolanum Forum di Assago, Assago, Italy",Jun,21,2018,9
"Whenever, Wherever",Shakira,"Mediolanum Forum di Assago, Assago, Italy",Jun,21,2018,10
Tú,Shakira,"Mediolanum Forum di Assago, Assago, Italy",Jun,21,2018,11
Amarillo,Shakira,"Mediolanum Forum di Assago, Assago, Italy",Jun,21,2018,12
La tortura,Shakira,"Mediolanum Forum di Assago, Assago, Italy",Jun,21,2018,13
Antología,Shakira,"Mediolanum Forum di Assago, Assago, Italy",Jun,21,2018,14
Can't Remember to Forget You,Shakira,"Mediolanum Forum di Assago, Assago, Italy",Jun,21,2018,15
Loca / Rabiosa,Shakira,"Mediolanum Forum di Assago, Assago, Italy",Jun,21,2018,16
Bicicleta Interlude,Shakira,"Mediolanum Forum di Assago, Assago, Italy",Jun,21,2018,17
La La La (Brazil 2014),Shakira,"Mediolanum Forum di Assago, Assago, Italy",Jun,21,2018,18
Waka Waka (This Time for Africa),Shakira,"Mediolanum Forum di Assago, Assago, Italy",Jun,21,2018,19
Toneladas,Shakira,"Mediolanum Forum di Assago, Assago, Italy",Jun,21,2018,20
Hips Don't Lie,Shakira,"Mediolanum Forum di Assago, Assago, Italy",Jun,21,2018,21
La bicicleta,Shakira,"Mediolanum Forum di Assago, Assago, Italy",Jun,21,2018,22
Estoy aquí / ¿Dónde estás corazón?,Shakira,"Rockhal Main Hall, Esch-sur-Alzette, Luxembourg",Jun,19,2018,1
She Wolf,Shakira,"Rockhal Main Hall, Esch-sur-Alzette, Luxembourg",Jun,19,2018,2
Si te vas,Shakira,"Rockhal Main Hall, Esch-sur-Alzette, Luxembourg",Jun,19,2018,3
Nada,Shakira,"Rockhal Main Hall, Esch-sur-Alzette, Luxembourg",Jun,19,2018,4
Perro fiel,Shakira,"Rockhal Main Hall, Esch-sur-Alzette, Luxembourg",Jun,19,2018,5
Underneath Your Clothes,Shakira,"Rockhal Main Hall, Esch-sur-Alzette, Luxembourg",Jun,19,2018,6
Me enamoré,Shakira,"Rockhal Main Hall, Esch-sur-Alzette, Luxembourg",Jun,19,2018,7
Inevitable,Shakira,"Rockhal Main Hall, Esch-sur-Alzette, Luxembourg",Jun,19,2018,8
Chantaje,Shakira,"Rockhal Main Hall, Esch-sur-Alzette, Luxembourg",Jun,19,2018,9
"Whenever, Wherever",Shakira,"Rockhal Main Hall, Esch-sur-Alzette, Luxembourg",Jun,19,2018,10
Tú,Shakira,"Rockhal Main Hall, Esch-sur-Alzette, Luxembourg",Jun,19,2018,11
Amarillo,Shakira,"Rockhal Main Hall, Esch-sur-Alzette, Luxembourg",Jun,19,2018,12
La tortura,Shakira,"Rockhal Main Hall, Esch-sur-Alzette, Luxembourg",Jun,19,2018,13
Antología,Shakira,"Rockhal Main Hall, Esch-sur-Alzette, Luxembourg",Jun,19,2018,14
Can't Remember to Forget You,Shakira,"Rockhal Main Hall, Esch-sur-Alzette, Luxembourg",Jun,19,2018,15
Loca / Rabiosa,Shakira,"Rockhal Main Hall, Esch-sur-Alzette, Luxembourg",Jun,19,2018,16
Bicicleta Interlude,Shakira,"Rockhal Main Hall, Esch-sur-Alzette, Luxembourg",Jun,19,2018,17
La La La (Brazil 2014),Shakira,"Rockhal Main Hall, Esch-sur-Alzette, Luxembourg",Jun,19,2018,18
Waka Waka (This Time for Africa),Shakira,"Rockhal Main Hall, Esch-sur-Alzette, Luxembourg",Jun,19,2018,19
Je l'aime à mourir,Shakira,"Rockhal Main Hall, Esch-sur-Alzette, Luxembourg",Jun,19,2018,20
Hips Don't Lie,Shakira,"Rockhal Main Hall, Esch-sur-Alzette, Luxembourg",Jun,19,2018,21
La bicicleta,Shakira,"Rockhal Main Hall, Esch-sur-Alzette, Luxembourg",Jun,19,2018,22
Estoy aquí / ¿Dónde estás corazón?,Shakira,"Olympiahalle, Munich, Germany",Jun,17,2018,1
She Wolf,Shakira,"Olympiahalle, Munich, Germany",Jun,17,2018,2
Si te vas,Shakira,"Olympiahalle, Munich, Germany",Jun,17,2018,3
Nada,Shakira,"Olympiahalle, Munich, Germany",Jun,17,2018,4
Perro fiel,Shakira,"Olympiahalle, Munich, Germany",Jun,17,2018,5
Underneath Your Clothes,Shakira,"Olympiahalle, Munich, Germany",Jun,17,2018,6
Me enamoré,Shakira,"Olympiahalle, Munich, Germany",Jun,17,2018,7
Inevitable,Shakira,"Olympiahalle, Munich, Germany",Jun,17,2018,8
Chantaje,Shakira,"Olympiahalle, Munich, Germany",Jun,17,2018,9
"Whenever, Wherever",Shakira,"Olympiahalle, Munich, Germany",Jun,17,2018,10
Tú,Shakira,"Olympiahalle, Munich, Germany",Jun,17,2018,11
Amarillo,Shakira,"Olympiahalle, Munich, Germany",Jun,17,2018,12
La tortura,Shakira,"Olympiahalle, Munich, Germany",Jun,17,2018,13
Antología,Shakira,"Olympiahalle, Munich, Germany",Jun,17,2018,14
Can't Remember to Forget You,Shakira,"Olympiahalle, Munich, Germany",Jun,17,2018,15
Loca / Rabiosa,Shakira,"Olympiahalle, Munich, Germany",Jun,17,2018,16
Bicicleta Interlude,Shakira,"Olympiahalle, Munich, Germany",Jun,17,2018,17
La La La (Brazil 2014),Shakira,"Olympiahalle, Munich, Germany",Jun,17,2018,18
Waka Waka (This Time for Africa),Shakira,"Olympiahalle, Munich, Germany",Jun,17,2018,19
Toneladas,Shakira,"Olympiahalle, Munich, Germany",Jun,17,2018,20
Hips Don't Lie,Shakira,"Olympiahalle, Munich, Germany",Jun,17,2018,21
La bicicleta,Shakira,"Olympiahalle, Munich, Germany",Jun,17,2018,22
Estoy aquí / ¿Dónde estás corazón?,Shakira,"AccorHotels Arena, Paris, France",Jun,14,2018,1
She Wolf,Shakira,"AccorHotels Arena, Paris, France",Jun,14,2018,2
Si te vas,Shakira,"AccorHotels Arena, Paris, France",Jun,14,2018,3
Nada,Shakira,"AccorHotels Arena, Paris, France",Jun,14,2018,4
Perro fiel,Shakira,"AccorHotels Arena, Paris, France",Jun,14,2018,5
Underneath Your Clothes,Shakira,"AccorHotels Arena, Paris, France",Jun,14,2018,6
Me enamoré,Shakira,"AccorHotels Arena, Paris, France",Jun,14,2018,7
Inevitable,Shakira,"AccorHotels Arena, Paris, France",Jun,14,2018,8
Chantaje,Shakira,"AccorHotels Arena, Paris, France",Jun,14,2018,9
"Whenever, Wherever",Shakira,"AccorHotels Arena, Paris, France",Jun,14,2018,10
Tú,Shakira,"AccorHotels Arena, Paris, France",Jun,14,2018,11
Amarillo,Shakira,"AccorHotels Arena, Paris, France",Jun,14,2018,12
La tortura,Shakira,"AccorHotels Arena, Paris, France",Jun,14,2018,13
Antología,Shakira,"AccorHotels Arena, Paris, France",Jun,14,2018,14
Can't Remember to Forget You,Shakira,"AccorHotels Arena, Paris, France",Jun,14,2018,15
Loca / Rabiosa,Shakira,"AccorHotels Arena, Paris, France",Jun,14,2018,16
Bicicleta Interlude,Shakira,"AccorHotels Arena, Paris, France",Jun,14,2018,17
La La La (Brazil 2014),Shakira,"AccorHotels Arena, Paris, France",Jun,14,2018,18
Waka Waka (This Time for Africa),Shakira,"AccorHotels Arena, Paris, France",Jun,14,2018,19
Je l'aime à mourir,Shakira,"AccorHotels Arena, Paris, France",Jun,14,2018,20
Hips Don't Lie,Shakira,"AccorHotels Arena, Paris, France",Jun,14,2018,21
La bicicleta,Shakira,"AccorHotels Arena, Paris, France",Jun,14,2018,22
Estoy aquí / ¿Dónde estás corazón?,Shakira,"AccorHotels Arena, Paris, France",Jun,13,2018,1
She Wolf,Shakira,"AccorHotels Arena, Paris, France",Jun,13,2018,2
Si te vas,Shakira,"AccorHotels Arena, Paris, France",Jun,13,2018,3
Nada,Shakira,"AccorHotels Arena, Paris, France",Jun,13,2018,4
Perro fiel,Shakira,"AccorHotels Arena, Paris, France",Jun,13,2018,5
Underneath Your Clothes,Shakira,"AccorHotels Arena, Paris, France",Jun,13,2018,6
Me enamoré,Shakira,"AccorHotels Arena, Paris, France",Jun,13,2018,7
Inevitable,Shakira,"AccorHotels Arena, Paris, France",Jun,13,2018,8
Chantaje,Shakira,"AccorHotels Arena, Paris, France",Jun,13,2018,9
"Whenever, Wherever",Shakira,"AccorHotels Arena, Paris, France",Jun,13,2018,10
Tú,Shakira,"AccorHotels Arena, Paris, France",Jun,13,2018,11
Amarillo,Shakira,"AccorHotels Arena, Paris, France",Jun,13,2018,12
La tortura,Shakira,"AccorHotels Arena, Paris, France",Jun,13,2018,13
Antología,Shakira,"AccorHotels Arena, Paris, France",Jun,13,2018,14
Can't Remember to Forget You,Shakira,"AccorHotels Arena, Paris, France",Jun,13,2018,15
Loca / Rabiosa,Shakira,"AccorHotels Arena, Paris, France",Jun,13,2018,16
Bicicleta Interlude,Shakira,"AccorHotels Arena, Paris, France",Jun,13,2018,17
La La La (Brazil 2014),Shakira,"AccorHotels Arena, Paris, France",Jun,13,2018,18
Waka Waka (This Time for Africa),Shakira,"AccorHotels Arena, Paris, France",Jun,13,2018,19
Je l'aime à mourir,Shakira,"AccorHotels Arena, Paris, France",Jun,13,2018,20
Hips Don't Lie,Shakira,"AccorHotels Arena, Paris, France",Jun,13,2018,21
La bicicleta,Shakira,"AccorHotels Arena, Paris, France",Jun,13,2018,22
Estoy aquí / ¿Dónde estás corazón?,Shakira,"The O2 Arena, London, England",Jun,11,2018,1
She Wolf,Shakira,"The O2 Arena, London, England",Jun,11,2018,2
Si te vas,Shakira,"The O2 Arena, London, England",Jun,11,2018,3
Nada,Shakira,"The O2 Arena, London, England",Jun,11,2018,4
Perro fiel,Shakira,"The O2 Arena, London, England",Jun,11,2018,5
Underneath Your Clothes,Shakira,"The O2 Arena, London, England",Jun,11,2018,6
Me enamoré,Shakira,"The O2 Arena, London, England",Jun,11,2018,7
Inevitable,Shakira,"The O2 Arena, London, England",Jun,11,2018,8
Chantaje,Shakira,"The O2 Arena, London, England",Jun,11,2018,9
"Whenever, Wherever",Shakira,"The O2 Arena, London, England",Jun,11,2018,10
Tú,Shakira,"The O2 Arena, London, England",Jun,11,2018,11
Amarillo,Shakira,"The O2 Arena, London, England",Jun,11,2018,12
La tortura,Shakira,"The O2 Arena, London, England",Jun,11,2018,13
Antología,Shakira,"The O2 Arena, London, England",Jun,11,2018,14
Can't Remember to Forget You,Shakira,"The O2 Arena, London, England",Jun,11,2018,15
Loca / Rabiosa,Shakira,"The O2 Arena, London, England",Jun,11,2018,16
Bicicleta Interlude,Shakira,"The O2 Arena, London, England",Jun,11,2018,17
La La La (Brazil 2014),Shakira,"The O2 Arena, London, England",Jun,11,2018,18
Waka Waka (This Time for Africa),Shakira,"The O2 Arena, London, England",Jun,11,2018,19
Toneladas,Shakira,"The O2 Arena, London, England",Jun,11,2018,20
Hips Don't Lie,Shakira,"The O2 Arena, London, England",Jun,11,2018,21
La bicicleta,Shakira,"The O2 Arena, London, England",Jun,11,2018,22
Estoy aquí / ¿Dónde estás corazón?,Shakira,"Ziggo Dome, Amsterdam, Netherlands",Jun,9,2018,1
She Wolf,Shakira,"Ziggo Dome, Amsterdam, Netherlands",Jun,9,2018,2
Si te vas,Shakira,"Ziggo Dome, Amsterdam, Netherlands",Jun,9,2018,3
Nada,Shakira,"Ziggo Dome, Amsterdam, Netherlands",Jun,9,2018,4
Perro fiel,Shakira,"Ziggo Dome, Amsterdam, Netherlands",Jun,9,2018,5
Underneath Your Clothes,Shakira,"Ziggo Dome, Amsterdam, Netherlands",Jun,9,2018,6
Me enamoré,Shakira,"Ziggo Dome, Amsterdam, Netherlands",Jun,9,2018,7
Inevitable,Shakira,"Ziggo Dome, Amsterdam, Netherlands",Jun,9,2018,8
Chantaje,Shakira,"Ziggo Dome, Amsterdam, Netherlands",Jun,9,2018,9
"Whenever, Wherever",Shakira,"Ziggo Dome, Amsterdam, Netherlands",Jun,9,2018,10
Tú,Shakira,"Ziggo Dome, Amsterdam, Netherlands",Jun,9,2018,11
Amarillo,Shakira,"Ziggo Dome, Amsterdam, Netherlands",Jun,9,2018,12
La tortura,Shakira,"Ziggo Dome, Amsterdam, Netherlands",Jun,9,2018,13
Antología,Shakira,"Ziggo Dome, Amsterdam, Netherlands",Jun,9,2018,14
Can't Remember to Forget You,Shakira,"Ziggo Dome, Amsterdam, Netherlands",Jun,9,2018,15
Loca / Rabiosa,Shakira,"Ziggo Dome, Amsterdam, Netherlands",Jun,9,2018,16
Bicicleta Interlude,Shakira,"Ziggo Dome, Amsterdam, Netherlands",Jun,9,2018,17
La La La (Brazil 2014),Shakira,"Ziggo Dome, Amsterdam, Netherlands",Jun,9,2018,18
Waka Waka (This Time for Africa),Shakira,"Ziggo Dome, Amsterdam, Netherlands",Jun,9,2018,19
Toneladas,Shakira,"Ziggo Dome, Amsterdam, Netherlands",Jun,9,2018,20
Je l'aime à mourir,Shakira,"Ziggo Dome, Amsterdam, Netherlands",Jun,9,2018,21
Hips Don't Lie,Shakira,"Ziggo Dome, Amsterdam, Netherlands",Jun,9,2018,22
La bicicleta,Shakira,"Ziggo Dome, Amsterdam, Netherlands",Jun,9,2018,23
Estoy aquí / ¿Dónde estás corazón?,Shakira,"Sportpaleis, Merksem, Belgium",Jun,7,2018,1
She Wolf,Shakira,"Sportpaleis, Merksem, Belgium",Jun,7,2018,2
Si te vas,Shakira,"Sportpaleis, Merksem, Belgium",Jun,7,2018,3
Nada,Shakira,"Sportpaleis, Merksem, Belgium",Jun,7,2018,4
Perro fiel,Shakira,"Sportpaleis, Merksem, Belgium",Jun,7,2018,5
Underneath Your Clothes,Shakira,"Sportpaleis, Merksem, Belgium",Jun,7,2018,6
Me enamoré,Shakira,"Sportpaleis, Merksem, Belgium",Jun,7,2018,7
Inevitable,Shakira,"Sportpaleis, Merksem, Belgium",Jun,7,2018,8
Chantaje,Shakira,"Sportpaleis, Merksem, Belgium",Jun,7,2018,9
"Whenever, Wherever",Shakira,"Sportpaleis, Merksem, Belgium",Jun,7,2018,10
Tú,Shakira,"Sportpaleis, Merksem, Belgium",Jun,7,2018,11
Amarillo,Shakira,"Sportpaleis, Merksem, Belgium",Jun,7,2018,12
La tortura,Shakira,"Sportpaleis, Merksem, Belgium",Jun,7,2018,13
Antología,Shakira,"Sportpaleis, Merksem, Belgium",Jun,7,2018,14
Can't Remember to Forget You,Shakira,"Sportpaleis, Merksem, Belgium",Jun,7,2018,15
Loca / Rabiosa,Shakira,"Sportpaleis, Merksem, Belgium",Jun,7,2018,16
Bicicleta Interlude,Shakira,"Sportpaleis, Merksem, Belgium",Jun,7,2018,17
La La La (Brazil 2014),Shakira,"Sportpaleis, Merksem, Belgium",Jun,7,2018,18
Waka Waka (This Time for Africa),Shakira,"Sportpaleis, Merksem, Belgium",Jun,7,2018,19
Je l'aime à mourir,Shakira,"Sportpaleis, Merksem, Belgium",Jun,7,2018,20
Hips Don't Lie,Shakira,"Sportpaleis, Merksem, Belgium",Jun,7,2018,21
La bicicleta,Shakira,"Sportpaleis, Merksem, Belgium",Jun,7,2018,22
Estoy aquí / ¿Dónde estás corazón?,Shakira,"Lanxess Arena, Cologne, Germany",Jun,5,2018,1
She Wolf,Shakira,"Lanxess Arena, Cologne, Germany",Jun,5,2018,2
Si te vas,Shakira,"Lanxess Arena, Cologne, Germany",Jun,5,2018,3
Nada,Shakira,"Lanxess Arena, Cologne, Germany",Jun,5,2018,4
Perro fiel,Shakira,"Lanxess Arena, Cologne, Germany",Jun,5,2018,5
Underneath Your Clothes,Shakira,"Lanxess Arena, Cologne, Germany",Jun,5,2018,6
Me enamoré,Shakira,"Lanxess Arena, Cologne, Germany",Jun,5,2018,7
Inevitable,Shakira,"Lanxess Arena, Cologne, Germany",Jun,5,2018,8
Chantaje,Shakira,"Lanxess Arena, Cologne, Germany",Jun,5,2018,9
"Whenever, Wherever",Shakira,"Lanxess Arena, Cologne, Germany",Jun,5,2018,10
Tú,Shakira,"Lanxess Arena, Cologne, Germany",Jun,5,2018,11
Amarillo,Shakira,"Lanxess Arena, Cologne, Germany",Jun,5,2018,12
La tortura,Shakira,"Lanxess Arena, Cologne, Germany",Jun,5,2018,13
Antología,Shakira,"Lanxess Arena, Cologne, Germany",Jun,5,2018,14
Can't Remember to Forget You,Shakira,"Lanxess Arena, Cologne, Germany",Jun,5,2018,15
Loca / Rabiosa,Shakira,"Lanxess Arena, Cologne, Germany",Jun,5,2018,16
Bicicleta Interlude,Shakira,"Lanxess Arena, Cologne, Germany",Jun,5,2018,17
La La La (Brazil 2014),Shakira,"Lanxess Arena, Cologne, Germany",Jun,5,2018,18
Waka Waka (This Time for Africa),Shakira,"Lanxess Arena, Cologne, Germany",Jun,5,2018,19
Toneladas,Shakira,"Lanxess Arena, Cologne, Germany",Jun,5,2018,20
Hips Don't Lie,Shakira,"Lanxess Arena, Cologne, Germany",Jun,5,2018,21
La bicicleta,Shakira,"Lanxess Arena, Cologne, Germany",Jun,5,2018,22
Estoy aquí / ¿Dónde estás corazón?,Shakira,"Barclaycard Arena, Hamburg, Germany",Jun,3,2018,1
She Wolf,Shakira,"Barclaycard Arena, Hamburg, Germany",Jun,3,2018,2
Si te vas,Shakira,"Barclaycard Arena, Hamburg, Germany",Jun,3,2018,3
Nada,Shakira,"Barclaycard Arena, Hamburg, Germany",Jun,3,2018,4
Perro fiel,Shakira,"Barclaycard Arena, Hamburg, Germany",Jun,3,2018,5
Underneath Your Clothes,Shakira,"Barclaycard Arena, Hamburg, Germany",Jun,3,2018,6
Me enamoré,Shakira,"Barclaycard Arena, Hamburg, Germany",Jun,3,2018,7
Inevitable,Shakira,"Barclaycard Arena, Hamburg, Germany",Jun,3,2018,8
Chantaje,Shakira,"Barclaycard Arena, Hamburg, Germany",Jun,3,2018,9
"Whenever, Wherever",Shakira,"Barclaycard Arena, Hamburg, Germany",Jun,3,2018,10
Tú,Shakira,"Barclaycard Arena, Hamburg, Germany",Jun,3,2018,11
Amarillo,Shakira,"Barclaycard Arena, Hamburg, Germany",Jun,3,2018,12
La tortura,Shakira,"Barclaycard Arena, Hamburg, Germany",Jun,3,2018,13
Antología,Shakira,"Barclaycard Arena, Hamburg, Germany",Jun,3,2018,14
Can't Remember to Forget You,Shakira,"Barclaycard Arena, Hamburg, Germany",Jun,3,2018,15
Loca / Rabiosa,Shakira,"Barclaycard Arena, Hamburg, Germany",Jun,3,2018,16
Bicicleta Interlude,Shakira,"Barclaycard Arena, Hamburg, Germany",Jun,3,2018,17
La La La (Brazil 2014) / Waka Waka (This Time for Africa),Shakira,"Barclaycard Arena, Hamburg, Germany",Jun,3,2018,18
Toneladas,Shakira,"Barclaycard Arena, Hamburg, Germany",Jun,3,2018,19
Hips Don't Lie,Shakira,"Barclaycard Arena, Hamburg, Germany",Jun,3,2018,20
La bicicleta,Shakira,"Barclaycard Arena, Hamburg, Germany",Jun,3,2018,21
Me enamoré,Shakira,"Studios 217, La Plaine-Saint-Denis, France",Jun,10,2017,1
Comme moi,Shakira,"Studios 217, La Plaine-Saint-Denis, France",Jun,10,2017,2
Toneladas,Shakira,"The Temple House, Miami Beach, FL, USA",May,26,2017,1
Chantaje,Shakira,"The Temple House, Miami Beach, FL, USA",May,26,2017,2
Nada,Shakira,"The Temple House, Miami Beach, FL, USA",May,26,2017,3
Deja vu,Shakira,"The Temple House, Miami Beach, FL, USA",May,26,2017,4
Perro fiel,Shakira,"The Temple House, Miami Beach, FL, USA",May,26,2017,5
Me enamoré,Shakira,"The Temple House, Miami Beach, FL, USA",May,26,2017,6
Me enamoré,Shakira,"The Lyric Theatre, New York, NY, USA",May,16,2017,1
Hips Don't Lie,Shakira,"The Lyric Theatre, New York, NY, USA",May,16,2017,2
Morning Over Morocco,House of Shakira,"The Tree of Joliet, Joliet, IL, USA",Oct,28,2016,1
Bending the Law,House of Shakira,"The Tree of Joliet, Joliet, IL, USA",Oct,28,2016,2
Pay to Play,House of Shakira,"The Tree of Joliet, Joliet, IL, USA",Oct,28,2016,3
In Your Head,House of Shakira,"The Tree of Joliet, Joliet, IL, USA",Oct,28,2016,4
Elephant Gun,House of Shakira,"The Tree of Joliet, Joliet, IL, USA",Oct,28,2016,5
Our Love Was Good,House of Shakira,"The Tree of Joliet, Joliet, IL, USA",Oct,28,2016,6
Trial by Fire,House of Shakira,"The Tree of Joliet, Joliet, IL, USA",Oct,28,2016,7
Midnight Hunger,House of Shakira,"The Tree of Joliet, Joliet, IL, USA",Oct,28,2016,8
Method of Madness,House of Shakira,"The Tree of Joliet, Joliet, IL, USA",Oct,28,2016,9
Pellucid,House of Shakira,"The Tree of Joliet, Joliet, IL, USA",Oct,28,2016,10
Imagine,Shakira,"United Nations General Assembly, New York, NY, USA",Sep,25,2015,1
Can't Remember to Forget You,Shakira,"Target Center, Minneapolis, MN, USA",Sep,16,2015,1
Inevitable,Shakira,"Target Center, Minneapolis, MN, USA",Sep,16,2015,2
Hips Don't Lie,Shakira,"Target Center, Minneapolis, MN, USA",Sep,16,2015,3
Brick Wall Falling,House of Shakira,"H.O.M.E. Bar, Arlington Heights, IL, USA",Oct,4,2014,1
Zodiac Maniac,House of Shakira,"H.O.M.E. Bar, Arlington Heights, IL, USA",Oct,4,2014,2
In Your Head,House of Shakira,"H.O.M.E. Bar, Arlington Heights, IL, USA",Oct,4,2014,3
Bending the Law,House of Shakira,"H.O.M.E. Bar, Arlington Heights, IL, USA",Oct,4,2014,4
Pay to Play,House of Shakira,"H.O.M.E. Bar, Arlington Heights, IL, USA",Oct,4,2014,5
When The Cat's Away,House of Shakira,"H.O.M.E. Bar, Arlington Heights, IL, USA",Oct,4,2014,6
All You Want,House of Shakira,"H.O.M.E. Bar, Arlington Heights, IL, USA",Oct,4,2014,7
Give Me More,House of Shakira,"H.O.M.E. Bar, Arlington Heights, IL, USA",Oct,4,2014,8
Midnight Hunger,House of Shakira,"H.O.M.E. Bar, Arlington Heights, IL, USA",Oct,4,2014,9
Draw the Line,House of Shakira,"H.O.M.E. Bar, Arlington Heights, IL, USA",Oct,4,2014,10
"Pellucid, Part 2",House of Shakira,"H.O.M.E. Bar, Arlington Heights, IL, USA",Oct,4,2014,11
La La La (Brazil 2014),Shakira,"Estádio do Maracanã, Rio de Janeiro, Brazil",Jul,13,2014,1
Empire,Shakira,"Fantástico, Rio de Janeiro, Brazil",Jul,10,2014,1
Can't Remember to Forget You,Shakira,"Fantástico, Rio de Janeiro, Brazil",Jul,10,2014,2
23,Shakira,"Fantástico, Rio de Janeiro, Brazil",Jul,10,2014,3
La La La (Brazil 2014),Shakira,"Fantástico, Rio de Janeiro, Brazil",Jul,10,2014,4
23,Shakira,"Al Rojo Vivo, Miami, FL, USA",Jun,12,2014,1
Medicine,Shakira,"The Voice, Universal City, CA, USA",May,19,2014,1
Empire,Shakira,"MGM Grand Garden Arena, Las Vegas, NV, USA",May,18,2014,1
Can't Remember to Forget You,Shakira,"StubHub Center, Carson, CA, USA",May,10,2014,1
Empire,Shakira,"StubHub Center, Carson, CA, USA",May,10,2014,2
23,Shakira,"StubHub Center, Carson, CA, USA",May,10,2014,3
You Don't Care About Me,Shakira,"StubHub Center, Carson, CA, USA",May,10,2014,4
Hips Don't Lie,Shakira,"StubHub Center, Carson, CA, USA",May,10,2014,5
Empire,Shakira,"Shrine Auditorium, Los Angeles, CA, USA",May,1,2014,1
Empire,Shakira,"The Voice, Universal City, CA, USA",Apr,22,2014,1
Medicine,Shakira,"MGM Grand Garden Arena, Las Vegas, NV, USA",Apr,6,2014,1
23,Shakira,"Sayers Club, Los Angeles, CA, USA",Apr,2,2014,1
Medicine,Shakira,"Sayers Club, Los Angeles, CA, USA",Apr,2,2014,2
Empire,Shakira,"The Voice UK, London, England",Mar,29,2014,1
Can't Remember to Forget You,Shakira,"Le Grand Journal, Paris, France",Mar,28,2014,1
