sets,artist,venue,month,day,year,song_num
Get Right,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,30,2016,4
I'm Real,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,30,2016,5
Feelin' So Good,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,30,2016,6
Jenny From the Block,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,30,2016,7
I'm Into You,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,30,2016,8
Girls,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,30,2016,9
Booty,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,30,2016,10
Feel the Light,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,30,2016,11
I Hope You Dance,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,30,2016,12
Ain't It Funny,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,30,2016,13
Very Special,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,30,2016,14
All I Have,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,30,2016,15
Hold It Don't Drop It,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,30,2016,16
Quimbara,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,30,2016,17
Let's Get Loud,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,30,2016,18
Tens,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,30,2016,19
Waiting for Tonight,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,30,2016,20
Dance Again,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,30,2016,21
On the Floor,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,30,2016,22
If You Had My Love,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,29,2016,1
Love Don't Cost a Thing,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,29,2016,2
A Lot of Livin' to Do,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,29,2016,3
Get Right,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,29,2016,4
I'm Real,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,29,2016,5
Feelin' So Good,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,29,2016,6
Jenny From the Block,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,29,2016,7
I'm Into You,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,29,2016,8
Girls,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,29,2016,9
Booty,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,29,2016,10
Feel the Light,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,29,2016,11
I Hope You Dance,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,29,2016,12
Ain't It Funny,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,29,2016,13
Very Special,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,29,2016,14
All I Have,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,29,2016,15
Hold It Don't Drop It,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,29,2016,16
Quimbara,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,29,2016,17
Let's Get Loud,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,29,2016,18
Tens,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,29,2016,19
Waiting for Tonight,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,29,2016,20
Dance Again,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,29,2016,21
On the Floor,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,29,2016,22
If You Had My Love,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,27,2016,1
Love Don't Cost a Thing,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,27,2016,2
A Lot of Livin' to Do,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,27,2016,3
Get Right,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,27,2016,4
I'm Real,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,27,2016,5
Feelin' So Good,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,27,2016,6
Jenny From the Block,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,27,2016,7
I'm Into You,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,27,2016,8
Girls,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,27,2016,9
Booty,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,27,2016,10
Feel the Light,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,27,2016,11
I Hope You Dance,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,27,2016,12
Ain't It Funny,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,27,2016,13
Very Special,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,27,2016,14
All I Have,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,27,2016,15
Hold It Don't Drop It,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,27,2016,16
Quimbara,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,27,2016,17
Let's Get Loud,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,27,2016,18
Tens,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,27,2016,19
Waiting for Tonight,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,27,2016,20
Dance Again,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,27,2016,21
On the Floor,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,27,2016,22
If You Had My Love,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,23,2016,1
Love Don't Cost a Thing,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,23,2016,2
A Lot of Livin' to Do,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,23,2016,3
Get Right,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,23,2016,4
I'm Real,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,23,2016,5
Feelin' So Good,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,23,2016,6
Jenny From the Block,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,23,2016,7
I'm Into You,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,23,2016,8
Girls,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,23,2016,9
Booty,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,23,2016,10
Feel the Light,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,23,2016,11
I Hope You Dance,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,23,2016,12
Ain't It Funny,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,23,2016,13
Very Special,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,23,2016,14
All I Have,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,23,2016,15
Hold It Don't Drop It,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,23,2016,16
Quimbara,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,23,2016,17
Quien será,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,23,2016,18
Let's Get Loud,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,23,2016,19
Tens,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,23,2016,20
Waiting for Tonight,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,23,2016,21
Dance Again,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,23,2016,22
On the Floor,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,23,2016,23
If You Had My Love,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,22,2016,1
Love Don't Cost a Thing,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,22,2016,2
A Lot of Livin' to Do,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,22,2016,3
Get Right,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,22,2016,4
I'm Real,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,22,2016,5
Feelin' So Good,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,22,2016,6
Jenny From the Block,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,22,2016,7
I'm Into You,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,22,2016,8
Girls,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,22,2016,9
Booty,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,22,2016,10
Feel the Light,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,22,2016,11
I Hope You Dance,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,22,2016,12
Ain't It Funny,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,22,2016,13
Very Special,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,22,2016,14
All I Have,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,22,2016,15
Hold It Don't Drop It,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,22,2016,16
Quimbara,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,22,2016,17
Quien será,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,22,2016,18
Let's Get Loud,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,22,2016,19
Tens,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,22,2016,20
Waiting for Tonight,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,22,2016,21
Dance Again,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,22,2016,22
On the Floor,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,22,2016,23
If You Had My Love,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,20,2016,1
Love Don't Cost a Thing,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,20,2016,2
A Lot of Livin' to Do,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,20,2016,3
Get Right,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,20,2016,4
I'm Real,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,20,2016,5
Feelin' So Good,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,20,2016,6
Jenny From the Block,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,20,2016,7
I'm Into You,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,20,2016,8
Girls,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,20,2016,9
Booty,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,20,2016,10
Feel the Light,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,20,2016,11
I Hope You Dance,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,20,2016,12
Ain't It Funny,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,20,2016,13
Very Special,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,20,2016,14
All I Have,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,20,2016,15
Hold It Don't Drop It,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,20,2016,16
Quimbara,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,20,2016,17
Quien será,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,20,2016,18
Let's Get Loud,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,20,2016,19
Tens,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,20,2016,20
Waiting for Tonight,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,20,2016,21
Dance Again,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,20,2016,22
On the Floor,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Jan,20,2016,23
Waiting for Tonight,Jennifer Lopez,"Microsoft Theater, Los Angeles, CA, USA",Nov,22,2015,1
On the Floor,Jennifer Lopez,"American Airlines Arena, Miami, FL, USA",Nov,7,2015,1
El mismo sol,Jennifer Lopez,"American Airlines Arena, Miami, FL, USA",Nov,7,2015,2
¿Qué hiciste?,Jennifer Lopez,"American Airlines Arena, Miami, FL, USA",Nov,7,2015,3
Como ama una mujer,Jennifer Lopez,"American Airlines Arena, Miami, FL, USA",Nov,7,2015,4
Adrenalina,Jennifer Lopez,"American Airlines Arena, Miami, FL, USA",Nov,7,2015,5
Follow the Leader,Jennifer Lopez,"American Airlines Arena, Miami, FL, USA",Nov,7,2015,6
Let's Get Loud,Jennifer Lopez,"American Airlines Arena, Miami, FL, USA",Nov,7,2015,7
Booty,Jennifer Lopez,"MGM Grand Garden Arena, Las Vegas, NV, USA",Sep,19,2015,1
El mismo sol,Jennifer Lopez,"MGM Grand Garden Arena, Las Vegas, NV, USA",Sep,19,2015,2
On the Floor,Jennifer Lopez,"MGM Grand Garden Arena, Las Vegas, NV, USA",Sep,19,2015,3
Jenny From the Block,Jennifer Lopez,"MGM Grand Garden Arena, Las Vegas, NV, USA",Sep,19,2015,4
Booty,Jennifer Lopez,"OLM Souissi, Rabat, Morocco",May,29,2015,1
Love Don't Cost a Thing,Jennifer Lopez,"OLM Souissi, Rabat, Morocco",May,29,2015,2
Ain't It Funny,Jennifer Lopez,"OLM Souissi, Rabat, Morocco",May,29,2015,3
All I Have,Jennifer Lopez,"OLM Souissi, Rabat, Morocco",May,29,2015,4
I'm Real,Jennifer Lopez,"OLM Souissi, Rabat, Morocco",May,29,2015,5
Get Right,Jennifer Lopez,"OLM Souissi, Rabat, Morocco",May,29,2015,6
Girls,Jennifer Lopez,"OLM Souissi, Rabat, Morocco",May,29,2015,7
I'm Into You,Jennifer Lopez,"OLM Souissi, Rabat, Morocco",May,29,2015,8
Waiting for Tonight,Jennifer Lopez,"OLM Souissi, Rabat, Morocco",May,29,2015,9
Feel the Light,Jennifer Lopez,"OLM Souissi, Rabat, Morocco",May,29,2015,10
First Love,Jennifer Lopez,"OLM Souissi, Rabat, Morocco",May,29,2015,11
Do It Well,Jennifer Lopez,"OLM Souissi, Rabat, Morocco",May,29,2015,12
Hold It Don't Drop It,Jennifer Lopez,"OLM Souissi, Rabat, Morocco",May,29,2015,13
Let's Get Loud,Jennifer Lopez,"OLM Souissi, Rabat, Morocco",May,29,2015,14
Dance Again,Jennifer Lopez,"OLM Souissi, Rabat, Morocco",May,29,2015,15
On the Floor,Jennifer Lopez,"OLM Souissi, Rabat, Morocco",May,29,2015,16
Jenny From the Block,Jennifer Lopez,"OLM Souissi, Rabat, Morocco",May,29,2015,17
If You Had My Love / Love Don't Cost a Thing / Jenny From the Block / Get Right / On the Floor,Jennifer Lopez,"The Ellen DeGeneres Show, Burbank, CA, USA",May,14,2015,1
Diamonds,Jennifer Lopez,"Dolby Theatre, Los Angeles, CA, USA",May,12,2015,1
Locked Out of Heaven,Jennifer Lopez,"Dolby Theatre, Los Angeles, CA, USA",May,12,2015,2
Booty,Jennifer Lopez,"Amway Center, Orlando, FL, USA",May,4,2015,1
Love Don't Cost a Thing,Jennifer Lopez,"Amway Center, Orlando, FL, USA",May,4,2015,2
I'm Real / Ain't It Funny,Jennifer Lopez,"Amway Center, Orlando, FL, USA",May,4,2015,3
Feel the Light,Jennifer Lopez,"Amway Center, Orlando, FL, USA",May,4,2015,4
Get Right,Jennifer Lopez,"Amway Center, Orlando, FL, USA",May,4,2015,5
Do It Well,Jennifer Lopez,"Amway Center, Orlando, FL, USA",May,4,2015,6
If You Had My Love,Jennifer Lopez,"Amway Center, Orlando, FL, USA",May,4,2015,7
Girls,Jennifer Lopez,"Amway Center, Orlando, FL, USA",May,4,2015,8
Waiting for Tonight,Jennifer Lopez,"Amway Center, Orlando, FL, USA",May,4,2015,9
I'm Into You,Jennifer Lopez,"Amway Center, Orlando, FL, USA",May,4,2015,10
Let's Get Loud,Jennifer Lopez,"Amway Center, Orlando, FL, USA",May,4,2015,11
Hold It Don't Drop It,Jennifer Lopez,"Amway Center, Orlando, FL, USA",May,4,2015,12
Dance Again,Jennifer Lopez,"Amway Center, Orlando, FL, USA",May,4,2015,13
On the Floor,Jennifer Lopez,"Amway Center, Orlando, FL, USA",May,4,2015,14
Jenny From the Block,Jennifer Lopez,"Amway Center, Orlando, FL, USA",May,4,2015,15
Como la flor,Jennifer Lopez,"BankUnited Center, Coral Gables, FL, USA",Apr,30,2015,1
Bidi bidi bom bom,Jennifer Lopez,"BankUnited Center, Coral Gables, FL, USA",Apr,30,2015,2
Amor prohibido,Jennifer Lopez,"BankUnited Center, Coral Gables, FL, USA",Apr,30,2015,3
I Could Fall in Love,Jennifer Lopez,"BankUnited Center, Coral Gables, FL, USA",Apr,30,2015,4
No me queda más,Jennifer Lopez,"BankUnited Center, Coral Gables, FL, USA",Apr,30,2015,5
Feel the Light,Jennifer Lopez,"American Idol, Los Angeles, CA, USA",Mar,19,2015,1
Booty,Jennifer Lopez,"The Colosseum at Caesars Palace, Las Vegas, NV, USA",Dec,31,2014,1
If You Had My Love,Jennifer Lopez,"The Colosseum at Caesars Palace, Las Vegas, NV, USA",Dec,31,2014,2
Girls,Jennifer Lopez,"The Colosseum at Caesars Palace, Las Vegas, NV, USA",Dec,31,2014,3
Live It Up,Jennifer Lopez,"The Colosseum at Caesars Palace, Las Vegas, NV, USA",Dec,31,2014,4
Booty,Jennifer Lopez,"NOKIA Theatre L.A. LIVE, Los Angeles, CA, USA",Nov,23,2014,1
Let's Get Loud,Jennifer Lopez,"Rogers Arena, Vancouver, BC, Canada",Oct,22,2014,1
On the Floor,Jennifer Lopez,"Rogers Arena, Vancouver, BC, Canada",Oct,22,2014,2
Get Right,Jennifer Lopez,"Rogers Arena, Vancouver, BC, Canada",Oct,22,2014,3
Booty,Jennifer Lopez,"Rogers Arena, Vancouver, BC, Canada",Oct,22,2014,4
First Love,Jennifer Lopez,"Marina Bay Street Circuit, Marina Bay, Singapore",Sep,21,2014,1
Love Don't Cost a Thing,Jennifer Lopez,"Marina Bay Street Circuit, Marina Bay, Singapore",Sep,21,2014,2
Ain't It Funny,Jennifer Lopez,"Marina Bay Street Circuit, Marina Bay, Singapore",Sep,21,2014,3
I'm Real,Jennifer Lopez,"Marina Bay Street Circuit, Marina Bay, Singapore",Sep,21,2014,4
I Luh Ya Papi,Jennifer Lopez,"Marina Bay Street Circuit, Marina Bay, Singapore",Sep,21,2014,5
Get Right,Jennifer Lopez,"Marina Bay Street Circuit, Marina Bay, Singapore",Sep,21,2014,6
Booty,Jennifer Lopez,"Marina Bay Street Circuit, Marina Bay, Singapore",Sep,21,2014,7
If You Had My Love,Jennifer Lopez,"Marina Bay Street Circuit, Marina Bay, Singapore",Sep,21,2014,8
I'm Into You,Jennifer Lopez,"Marina Bay Street Circuit, Marina Bay, Singapore",Sep,21,2014,9
Waiting for Tonight,Jennifer Lopez,"Marina Bay Street Circuit, Marina Bay, Singapore",Sep,21,2014,10
Never Satisfied,Jennifer Lopez,"Marina Bay Street Circuit, Marina Bay, Singapore",Sep,21,2014,11
Let's Get Loud,Jennifer Lopez,"Marina Bay Street Circuit, Marina Bay, Singapore",Sep,21,2014,12
Dance Again,Jennifer Lopez,"Marina Bay Street Circuit, Marina Bay, Singapore",Sep,21,2014,13
On the Floor,Jennifer Lopez,"Marina Bay Street Circuit, Marina Bay, Singapore",Sep,21,2014,14
Jenny From the Block,Jennifer Lopez,"Marina Bay Street Circuit, Marina Bay, Singapore",Sep,21,2014,15
Booty,Jennifer Lopez,"Barclays Center, Brooklyn, NY, USA",Sep,9,2014,1
Get Right,Jennifer Lopez,"Fontainebleau Hotel, Miami Beach, FL, USA",Jun,28,2014,1
I'm Real / Ain't It Funny,Jennifer Lopez,"Fontainebleau Hotel, Miami Beach, FL, USA",Jun,28,2014,2
Emotions,Jennifer Lopez,"Fontainebleau Hotel, Miami Beach, FL, USA",Jun,28,2014,3
Acting Like That,Jennifer Lopez,"Fontainebleau Hotel, Miami Beach, FL, USA",Jun,28,2014,4
I Luh Ya Papi,Jennifer Lopez,"Fontainebleau Hotel, Miami Beach, FL, USA",Jun,28,2014,5
Tens,Jennifer Lopez,"Fontainebleau Hotel, Miami Beach, FL, USA",Jun,28,2014,6
Booty,Jennifer Lopez,"Fontainebleau Hotel, Miami Beach, FL, USA",Jun,28,2014,7
First Love,Jennifer Lopez,"Fontainebleau Hotel, Miami Beach, FL, USA",Jun,28,2014,8
On the Floor,Jennifer Lopez,"Fontainebleau Hotel, Miami Beach, FL, USA",Jun,28,2014,9
Jenny From the Block,Jennifer Lopez,"Fontainebleau Hotel, Miami Beach, FL, USA",Jun,28,2014,10
First Love,Jennifer Lopez,"Grand Theater at Foxwoods, Mashantucket, CT, USA",Jun,21,2014,1
Love Don't Cost a Thing,Jennifer Lopez,"Grand Theater at Foxwoods, Mashantucket, CT, USA",Jun,21,2014,2
I'm Real / Ain't It Funny,Jennifer Lopez,"Grand Theater at Foxwoods, Mashantucket, CT, USA",Jun,21,2014,3
I Luh Ya Papi,Jennifer Lopez,"Grand Theater at Foxwoods, Mashantucket, CT, USA",Jun,21,2014,4
Get Right,Jennifer Lopez,"Grand Theater at Foxwoods, Mashantucket, CT, USA",Jun,21,2014,5
Booty,Jennifer Lopez,"Grand Theater at Foxwoods, Mashantucket, CT, USA",Jun,21,2014,6
If You Had My Love,Jennifer Lopez,"Grand Theater at Foxwoods, Mashantucket, CT, USA",Jun,21,2014,7
Girls,Jennifer Lopez,"Grand Theater at Foxwoods, Mashantucket, CT, USA",Jun,21,2014,8
I'm Into You,Jennifer Lopez,"Grand Theater at Foxwoods, Mashantucket, CT, USA",Jun,21,2014,9
Waiting for Tonight,Jennifer Lopez,"Grand Theater at Foxwoods, Mashantucket, CT, USA",Jun,21,2014,10
Never Satisfied,Jennifer Lopez,"Grand Theater at Foxwoods, Mashantucket, CT, USA",Jun,21,2014,11
Let's Get Loud,Jennifer Lopez,"Grand Theater at Foxwoods, Mashantucket, CT, USA",Jun,21,2014,12
Dance Again,Jennifer Lopez,"Grand Theater at Foxwoods, Mashantucket, CT, USA",Jun,21,2014,13
On the Floor,Jennifer Lopez,"Grand Theater at Foxwoods, Mashantucket, CT, USA",Jun,21,2014,14
Jenny From the Block,Jennifer Lopez,"Grand Theater at Foxwoods, Mashantucket, CT, USA",Jun,21,2014,15
Booty,Jennifer Lopez,"Central Park SummerStage, New York, NY, USA",Jun,20,2014,1
First Love,Jennifer Lopez,"Central Park SummerStage, New York, NY, USA",Jun,20,2014,2
On the Floor,Jennifer Lopez,"Central Park SummerStage, New York, NY, USA",Jun,20,2014,3
Let's Get Loud,Jennifer Lopez,"Central Park SummerStage, New York, NY, USA",Jun,20,2014,4
