sets,artist,venue,month,day,year,song_num
Love Don't Cost a Thing,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,28,2017,2
A Lot of Livin' to Do,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,28,2017,3
Get Right,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,28,2017,4
I'm Real,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,28,2017,5
Feelin' So Good,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,28,2017,6
Jenny From the Block,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,28,2017,7
I'm Into You,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,28,2017,8
Girls,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,28,2017,9
Booty,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,28,2017,10
Feel the Light,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,28,2017,11
I Hope You Dance,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,28,2017,12
Ain't Your Mama,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,28,2017,13
Very Special,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,28,2017,14
All I Have,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,28,2017,15
Hold It Don't Drop It,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,28,2017,16
Quimbara,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,28,2017,17
Let's Get Loud,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,28,2017,18
Tens,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,28,2017,19
Waiting for Tonight,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,28,2017,20
Dance Again,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,28,2017,21
On the Floor,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,28,2017,22
If You Had My Love,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,27,2017,1
Love Don't Cost a Thing,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,27,2017,2
A Lot of Livin' to Do,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,27,2017,3
Get Right,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,27,2017,4
I'm Real,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,27,2017,5
Feelin' So Good,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,27,2017,6
Jenny From the Block,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,27,2017,7
I'm Into You,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,27,2017,8
Girls,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,27,2017,9
Booty,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,27,2017,10
Feel the Light,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,27,2017,11
I Hope You Dance,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,27,2017,12
Ain't Your Mama,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,27,2017,13
Very Special,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,27,2017,14
All I Have,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,27,2017,15
Hold It Don't Drop It,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,27,2017,16
Quimbara,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,27,2017,17
Let's Get Loud,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,27,2017,18
Tens,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,27,2017,19
Waiting for Tonight,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,27,2017,20
Dance Again,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,27,2017,21
On the Floor,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,27,2017,22
If You Had My Love,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,26,2017,1
Love Don't Cost a Thing,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,26,2017,2
A Lot of Livin' to Do,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,26,2017,3
Get Right,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,26,2017,4
I'm Real,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,26,2017,5
Feelin' So Good,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,26,2017,6
Jenny From the Block,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,26,2017,7
I'm Into You,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,26,2017,8
Girls,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,26,2017,9
Booty,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,26,2017,10
Feel the Light,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,26,2017,11
I Hope You Dance,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,26,2017,12
Ain't Your Mama,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,26,2017,13
Very Special,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,26,2017,14
All I Have,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,26,2017,15
Hold It Don't Drop It,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,26,2017,16
Quimbara,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,26,2017,17
Let's Get Loud,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,26,2017,18
Tens,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,26,2017,19
Waiting for Tonight,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,26,2017,20
Dance Again,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,26,2017,21
On the Floor,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,26,2017,22
If You Had My Love,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,24,2017,1
Love Don't Cost a Thing,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,24,2017,2
A Lot of Livin' to Do,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,24,2017,3
Get Right,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,24,2017,4
I'm Real,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,24,2017,5
Feelin' So Good,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,24,2017,6
Jenny From the Block,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,24,2017,7
I'm Into You,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,24,2017,8
Girls,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,24,2017,9
Booty,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,24,2017,10
Feel the Light,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,24,2017,11
I Hope You Dance,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,24,2017,12
Ain't Your Mama,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,24,2017,13
Very Special,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,24,2017,14
All I Have,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,24,2017,15
Hold It Don't Drop It,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,24,2017,16
Quimbara,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,24,2017,17
Let's Get Loud,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,24,2017,18
Tens,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,24,2017,19
Waiting for Tonight,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,24,2017,20
Dance Again,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,24,2017,21
On the Floor,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",May,24,2017,22
Mírate,Jennifer Lopez,"Watsco Center, Coral Gables, FL, USA",Apr,27,2017,1
Waiting for Tonight,Jennifer Lopez,"Anfiteatro Altos de Chavón, La Romana, Dominican Republic",Apr,15,2017,1
If You Had My Love,Jennifer Lopez,"Anfiteatro Altos de Chavón, La Romana, Dominican Republic",Apr,15,2017,2
Love Don't Cost a Thing,Jennifer Lopez,"Anfiteatro Altos de Chavón, La Romana, Dominican Republic",Apr,15,2017,3
Get Right,Jennifer Lopez,"Anfiteatro Altos de Chavón, La Romana, Dominican Republic",Apr,15,2017,4
Play,Jennifer Lopez,"Anfiteatro Altos de Chavón, La Romana, Dominican Republic",Apr,15,2017,5
I'm Real / Ain't It Funny,Jennifer Lopez,"Anfiteatro Altos de Chavón, La Romana, Dominican Republic",Apr,15,2017,6
All I Have,Jennifer Lopez,"Anfiteatro Altos de Chavón, La Romana, Dominican Republic",Apr,15,2017,7
Jenny From the Block,Jennifer Lopez,"Anfiteatro Altos de Chavón, La Romana, Dominican Republic",Apr,15,2017,8
Respect,Jennifer Lopez,"Anfiteatro Altos de Chavón, La Romana, Dominican Republic",Apr,15,2017,9
Ain't Your Mama,Jennifer Lopez,"Anfiteatro Altos de Chavón, La Romana, Dominican Republic",Apr,15,2017,10
Booty,Jennifer Lopez,"Anfiteatro Altos de Chavón, La Romana, Dominican Republic",Apr,15,2017,11
Quimbara,Jennifer Lopez,"Anfiteatro Altos de Chavón, La Romana, Dominican Republic",Apr,15,2017,12
Ni tú ni yo,Jennifer Lopez,"Anfiteatro Altos de Chavón, La Romana, Dominican Republic",Apr,15,2017,13
Olvídame y pega la vuelta,Jennifer Lopez,"Anfiteatro Altos de Chavón, La Romana, Dominican Republic",Apr,15,2017,14
Let's Get Loud,Jennifer Lopez,"Anfiteatro Altos de Chavón, La Romana, Dominican Republic",Apr,15,2017,15
Dance Again,Jennifer Lopez,"Anfiteatro Altos de Chavón, La Romana, Dominican Republic",Apr,15,2017,16
On the Floor,Jennifer Lopez,"Anfiteatro Altos de Chavón, La Romana, Dominican Republic",Apr,15,2017,17
If You Had My Love,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,25,2017,1
Love Don't Cost a Thing,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,25,2017,2
A Lot of Livin' to Do,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,25,2017,3
Get Right,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,25,2017,4
I'm Real,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,25,2017,5
Feelin' So Good,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,25,2017,6
Jenny From the Block,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,25,2017,7
I'm Into You,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,25,2017,8
Girls,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,25,2017,9
Booty,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,25,2017,10
Feel the Light,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,25,2017,11
I Hope You Dance,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,25,2017,12
Ain't Your Mama,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,25,2017,13
Very Special,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,25,2017,14
All I Have,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,25,2017,15
Hold It Don't Drop It,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,25,2017,16
Quimbara,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,25,2017,17
Let's Get Loud,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,25,2017,18
Tens,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,25,2017,19
Waiting for Tonight,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,25,2017,20
Dance Again,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,25,2017,21
On the Floor,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,25,2017,22
If You Had My Love,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,24,2017,1
Love Don't Cost a Thing,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,24,2017,2
A Lot of Livin' to Do,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,24,2017,3
Get Right,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,24,2017,4
I'm Real,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,24,2017,5
Feelin' So Good,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,24,2017,6
Jenny From the Block,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,24,2017,7
I'm Into You,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,24,2017,8
Girls,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,24,2017,9
Booty,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,24,2017,10
Feel the Light,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,24,2017,11
I Hope You Dance,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,24,2017,12
Ain't Your Mama,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,24,2017,13
Very Special,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,24,2017,14
All I Have,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,24,2017,15
Hold It Don't Drop It,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,24,2017,16
Quimbara,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,24,2017,17
Let's Get Loud,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,24,2017,18
Tens,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,24,2017,19
Waiting for Tonight,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,24,2017,20
Dance Again,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,24,2017,21
On the Floor,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,24,2017,22
If You Had My Love,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,21,2017,1
Love Don't Cost a Thing,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,21,2017,2
A Lot of Livin' to Do,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,21,2017,3
Get Right,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,21,2017,4
I'm Real,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,21,2017,5
Feelin' So Good,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,21,2017,6
Jenny From the Block,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,21,2017,7
I'm Into You,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,21,2017,8
Girls,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,21,2017,9
Booty,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,21,2017,10
Feel the Light,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,21,2017,11
I Hope You Dance,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,21,2017,12
Ain't Your Mama,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,21,2017,13
Very Special,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,21,2017,14
All I Have,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,21,2017,15
Hold It Don't Drop It,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,21,2017,16
Quimbara,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,21,2017,17
Let's Get Loud,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,21,2017,18
Tens,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,21,2017,19
Waiting for Tonight,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,21,2017,20
Dance Again,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,21,2017,21
On the Floor,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,21,2017,22
If You Had My Love,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,18,2017,1
Love Don't Cost a Thing,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,18,2017,2
A Lot of Livin' to Do,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,18,2017,3
Get Right,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,18,2017,4
I'm Real,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,18,2017,5
Feelin' So Good,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,18,2017,6
Jenny From the Block,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,18,2017,7
I'm Into You,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,18,2017,8
Girls,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,18,2017,9
Booty,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,18,2017,10
Feel the Light,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,18,2017,11
I Hope You Dance,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,18,2017,12
Ain't Your Mama,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,18,2017,13
Very Special,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,18,2017,14
All I Have,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,18,2017,15
Hold It Don't Drop It,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,18,2017,16
Quimbara,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,18,2017,17
Let's Get Loud,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,18,2017,18
Tens,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,18,2017,19
Waiting for Tonight,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,18,2017,20
Dance Again,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,18,2017,21
On the Floor,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,18,2017,22
If You Had My Love,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,17,2017,1
Love Don't Cost a Thing,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,17,2017,2
A Lot of Livin' to Do,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,17,2017,3
Get Right,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,17,2017,4
I'm Real,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,17,2017,5
Feelin' So Good,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,17,2017,6
Jenny From the Block,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,17,2017,7
I'm Into You,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,17,2017,8
Girls,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,17,2017,9
Booty,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,17,2017,10
Feel the Light,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,17,2017,11
I Hope You Dance,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,17,2017,12
Ain't Your Mama,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,17,2017,13
Very Special,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,17,2017,14
All I Have,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,17,2017,15
Hold It Don't Drop It,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,17,2017,16
Quimbara,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,17,2017,17
Let's Get Loud,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,17,2017,18
Tens,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,17,2017,19
Waiting for Tonight,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,17,2017,20
Dance Again,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,17,2017,21
On the Floor,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,17,2017,22
If You Had My Love,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,14,2017,1
Love Don't Cost a Thing,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,14,2017,2
A Lot of Livin' to Do,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,14,2017,3
Get Right,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,14,2017,4
I'm Real,Jennifer Lopez,"The AXIS at Planet Hollywood Resort & Casino, Las Vegas, NV, USA",Feb,14,2017,5
